"","gene_id","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","description","hit_num"
"1","LOC121912139",5.57427630796426,5.39059272504803,5.75795989088049,8.62469557883914,62.150179104278,1.15251096030182e-31,2.27298211590725e-27,62.1503358252379,"spectrin beta chain, non-erythrocytic 1",1
"2","cdh15",3.69623023760665,3.56177394677819,3.83068652843512,8.775491455692,56.2991870198412,1.82106618416008e-30,1.19716890946684e-26,59.6571104320247,"cadherin 15, type 1, M-cadherin (myotubule)",2
"3","actc1a",8.80818645958859,8.49198727819011,9.12438564098708,8.18840334400702,57.0492570220912,1.25887352878078e-30,1.19716890946684e-26,58.2912981357729,"actin alpha cardiac muscle 1a",3
"4","LOC121885590",5.38719321704326,5.1768294555909,5.59755697849562,7.75300619529024,52.4464212599884,1.31373196308487e-29,6.47735544398993e-26,57.1905553661389,"betaine--homocysteine S-methyltransferase 1-like",4
"5","itgb2",-3.91647852022349,-4.07346842404772,-3.75948861639926,6.15475057814971,-51.0914537310811,2.72327431057714e-29,1.07416831906405e-25,56.899501710346,"integrin, beta 2",5
"6","LOC121881047",5.27771834877143,5.06365832661154,5.49177837093132,8.72596619231739,50.493430597221,3.77957141968806e-29,1.24234512565147e-25,56.6412184062413,"actin, alpha cardiac muscle",6
"7","anxa13l",-4.20355085745462,-4.37850720298947,-4.02859451191977,7.84567813901301,-49.2051819403406,7.75858972053354e-29,2.18592723526232e-25,55.9992736974932,"annexin A13, like",7
"8","acta1b",8.93532853205486,8.55493736154575,9.31571970256396,10.7337120682456,48.1065632556674,1.45388484652436e-28,3.58418961789419e-25,55.1500609113507,"actin alpha 1, skeletal muscle b",8
"9","znf106a",4.2390598949798,4.04953409803473,4.42858569192487,8.96858326531471,45.8063256031553,5.67356962139114e-28,1.04632447993944e-24,54.0473988433535,"zinc finger protein 106a",9
"10","angptl2b",3.2659997628625,3.12010648910385,3.41189303662116,8.25870596979838,45.8463867405606,5.53748068288238e-28,1.04632447993944e-24,54.0328954910451,"angiopoietin-like 2b",10
"11","hsp90aa1.1",4.86190732500582,4.64217187646703,5.08164277354461,10.1928203665904,45.3138315816961,7.65986240086189e-28,1.14375580500619e-24,53.7659046730056,"heat shock protein 90, alpha (cytosolic), class A member 1, tandem duplicate 1",11
"12","desma",7.38836494107643,7.05666224165464,7.72006764049821,9.09335104592154,45.6166688109134,6.36644040121351e-28,1.04632447993944e-24,53.6682287325831,"desmin a",12
"13","pabpc4",5.3651441388826,5.12215564227083,5.60813263549436,8.26799626895466,45.2188917855195,8.11914677521886e-28,1.14375580500619e-24,53.5889492078844,"poly(A) binding protein, cytoplasmic 4 (inducible form)",13
"14","clu",3.9042820024984,3.72371077851363,4.08485322648316,8.9064384147029,44.2809440595959,1.45267930690486e-27,1.7906088306736e-24,53.0971548625441,"clusterin",14
"15","dyrk3",4.14646168907637,3.95592572483279,4.33699765331995,6.88006120951849,44.5681830716644,1.21407610217295e-27,1.59626725913699e-24,53.0779934858691,"dual specificity tyrosine phosphorylation regulated kinase 3",15
"16","hmga1a",-7.14434984405068,-7.46446977714411,-6.82422991095725,4.65201573114308,-45.7061067788285,6.02939273186218e-28,1.04632447993944e-24,52.7447872168284,"high mobility group AT-hook 1a",16
